Protein,S10_N,S10_T,S11_N,S11_T,S2_N,S2_T,S3_N,S3_T,S4_N,S4_T,S5_N,S5_T,S6_N,S6_T,S7_N,S7_T,S8_N,S8_T,S9_N,S9_T
HLA-B.1.14,22849.93,0,3.7224504E7,3.197614E7,193069.58,1.4035704E7,19837.639,58954.48,3321300.8,1.07632216E8,29876.28,2871.0881,29046.594,74952.2,19167.576,8201.332,1346.4219,78007.94,13040.683,23020.053
COPS2.1;COPS2.2.2,5523127.5,4371894,7.2881568E7,7.933024E7,473479.16,8371108,7.1015072E7,2851749,7.2555208E7,1.48990624E8,3.539108E7,6.6526452E7,4122466.8,2.67547E7,1.1977504E7,4.2766536E7,2.8040864E7,7.5110528E7,1.01398176E8,1468658.2
SEPTIN10.29,424.5003,9035.177,695138.3,490729.1,376939.94,11734.3545,336613.4,1052448.8,687310.56,3920693.5,1238890.2,2285506.2,1643688.5,506989.4,646115.3,256165.34,316291.66,130189.36,138717.02,434693.72
TUBB3.2,6339951,2940607,1.4618476E7,1.712034E7,5517851,2.0570028E7,1.1238566E7,2904518.5,3.3013894E7,4.7832912E7,1.0706983E7,1.1579942E7,3551458,4839351.5,9999284,1.6599186E7,6748070,2.5001878E7,1.2997318E7,2308168.2
ARHGAP1.1;ARHGAP1.1.4,81733.32,1.0082759E7,1475834.1,1673837.6,316352.22,3.6733864E7,1872711,5256775.5,5054647.5,1.632818E7,1007493.8,2.9585338E7,550152.9,4846884,357152.03,3.1024422E7,3187178.2,3325224.5,2958192.2,2347723.5
CPVL.12;CPVL.2.3,109279.42,1187953.8,1.7294164E7,2.408651E7,13609.592,9306017,643929.5,97047.34,2013245.2,4.22695936E8,1020519.9,2.1268064E7,43151.82,1.3448803E7,32415.25,2.0473146E7,2242654.5,730509.4,1330367,1700535.5
SERPINA3.2;SERPINA3.2.11;SERPINA3.2.15;SERPINA3.2.17;SERPINA3.2.7,729109.44,7.3895736E7,6662700,6240997,1419056.5,3.8513252E7,595969.2,1.5647105E7,679858,7090095.5,2036973.8,4.4568404E7,417063.94,3.5781948E7,1224400.2,2.1924472E7,2505505,402103.9,225154.77,4842554.5
TMT1A.1;TMT1A.1.2;TMT1A.1.5;TMT1A.1.6;TMT1A.1.7,6061847,1.3710908E7,2.2156188E7,1.4335336E7,6906234,1.5074458E7,7438527.5,9720966,9930618,4.4387344E7,1.274524E7,1.4615526E7,5975819,1.5520252E7,8654876,3533274.8,1.1732088E7,6145468.5,8635625,4.2193988E7
OXR1.16,352576.28,3122.8071,830907.25,751934.8,547199.1,43655.5,1434525,257050.53,3375203.5,61784.47,879931.7,2637864.2,522812.34,64038.523,1101805.6,77872.31,135717.19,1181542.8,1054703.6,317964.66
TBC1D20.1.3,306413.97,8129.8633,1708175.4,2171138.2,631349.9,31173.893,1027686.94,1464509.6,1014279,5088056.5,580227.2,1093895.5,1054095.8,3197603,1249162.1,418655.25,3637013,813091.9,925747.7,3972402.5
PPP2R2A.2;PPP2R2A.3,1483462.9,1451329.8,7338592,5272910,1637651.4,7798817.5,3638708.2,1963142.5,7700684.5,4.7652152E7,7398072.5,2.7566466E7,4849327,1244988.5,3972783.2,7574662,3770393.8,2.2461196E7,3997433,1248096.8
