Protein,S10_N,S10_T,S11_N,S11_T,S2_N,S2_T,S3_N,S3_T,S4_N,S4_T,S5_N,S5_T,S6_N,S6_T,S7_N,S7_T,S8_N,S8_T,S9_N,S9_T
CNP.2.4,2.6740024E7,217775.86,2.7414244E7,1.7238504E7,8.7365776E7,140677.31,2.5661028E7,2.642409E7,1.06419592E8,1180827.5,6.7687224E7,5.2027796E7,1.02012368E8,1.467332E7,1.09653664E8,398303.8,7.396504E7,725818.3,1.7592166E7,329626.7
DTNA.11;DTNA.4;DTNA.7;DTNA.8,228381.6,4926840.5,4277556,3945706.5,589909.75,968653.1,1074522.9,502909.12,1003998.6,1159922.8,666371.44,107241.8,443046.4,3875952.5,1728359.6,70294.445,788931.25,799346.3,1232273.1,1361440.2
TMOD2.2;TMOD2.2.2,4484908.5,1806143.1,2934378.8,5615123,1306934.8,916734.2,6096093,799170.06,3091085.2,1240297.8,6195305,3465569,1910870.9,3765684.2,672901.44,387860.12,6142830,2018338.1,4128533.5,492188.06
HNRNPH1.22;HNRNPH1.3;HNRNPH1.52,148684.73,717536,48658.258,2828017.8,358164.62,6883992.5,276621.7,751549.94,57964.08,2.531334E7,102654.62,1368228.1,141622.38,179345.47,2175262.2,8273245.5,2180752.2,4930860.5,142462.62,2269250.5
TKT.1.11,4618248,6488490.5,4201861,8403748,1432816.5,8076038.5,3974743.5,1078500.6,1.0135038E7,9785352,4453511.5,4915610,1055379.2,3934537.5,2884264.8,1.4482692E7,5612620.5,6228634.5,6153233,7772172
IGLL5.2,0,130047.46,301827.8,176897.88,92584.97,674752.94,95956.29,870021.3,0,802.08264,7041.563,69709.1,33417.13,34997.09,120780.664,554134.44,37270.984,56367.51,3687.1887,416311.1
NAMPT.1.4,348341.06,599119.6,151228.61,1468716.6,166591.17,2.378664E8,318237.44,327148.34,1127187.9,392858.8,861665.06,4581725.5,604473.44,2560908,2626739.5,8.743204E7,412403.34,2301287,269986.6,4.440888E7
MNDA.1.2,61121.574,96780.336,37174.26,12070.977,223966.34,5457635,49320.453,548002.06,53339.703,3954626.8,338548.3,1873184.1,29472.887,481397.84,50304.89,1.7075098E7,122600.86,180447.17,126410.75,1627476.9
GNAO1.1.2,1.2883786E7,2213490.5,5524228.5,5888128,1623085.2,864399.06,1.2908976E7,768086.75,1.1623216E7,396113.22,4734403,1034126.75,5339870,2110387,5745213,395482.72,5878267,253228.17,1.3446588E7,670067.8
UCHL3.1.2;UCHL3.1.3;UCHL3.2;UCHL3.2.2,5739.171,1728.1445,24415.32,88644.14,6912.0977,166169.28,12833.462,4264.3306,9651.5,1.2996336E7,23470.549,441.50903,308.40982,225.61029,2586.9902,17118.824,12942.088,12569.935,13609.736,82.81276
QDPR.1;QDPR.1.10;QDPR.1.12,1204419.4,23299.26,500660.8,135871.14,855881.3,38612.45,57648.145,928538.9,3375017.2,4.1984468E7,1408534.2,376902.66,178748.27,172563.19,1474573.1,240577.78,2246609.8,229025.55,738354.5,322839.94
EGFR.6,79699.79,1793899.9,9152520,4598808,385670.44,527390.5,549812.6,2254296.2,569491.9,1.2752353E7,126593.41,57973.766,278067.06,239386.83,297949.66,89648.336,171670.62,1.3985313E7,421446,3816172.2
GLUL.3.51;GLUL.3.65,2197365,376867.56,837360.75,2228855,2214715.2,4551754.5,5104301.5,174470.88,2118896.8,669246.56,1511324.6,608824.25,216829.62,1357330.9,179033.33,828967.75,1619897.9,152009.3,2722026.5,239303.31
TUBA4A.1.11;TUBA4A.1.14;TUBA4A.1.2;TUBA4A.2,1.5414416E7,1521105.8,1.3117571E7,1.5130667E7,1.731959E7,1.0257102E7,8371342,3139100.5,2.7826184E7,2517459.8,1.1049002E7,660347.5,8145271,1252791.5,1.1684803E7,8227029.5,1.7560538E7,27536.785,1.45528E7,1238724.6
ANXA2.3.13;ANXA2.3.15;ANXA2.3.16,112799.05,129164.766,114801.99,19435.654,68435.164,1.5037746E7,176080.75,264917.4,1684279,1075265.5,1587812,276616.88,4936.0684,16459.78,53466.164,5145190.5,21417.861,261250.7,9876.152,608201.9
MLEC.2;MLEC.3;MLEC.3.2;MLEC.3.3;MLEC.3.4;MLEC.4,11269.813,26736.584,4174.2305,5240.342,31431.723,503982.03,20970.236,5832.931,3576.9697,677817.1,918.58264,25504.61,7137.0083,0,12575.045,1199794,2738.5933,116284.516,36471.51,526855.94
VIM.1.31;VIM.1.37,887681.7,1.6743973E7,1.3321545E7,2.6842492E7,741562.9,1.09622128E8,8704099,8.8133384E7,1033789.5,7.3743952E7,2851849,1.18233848E8,232121.48,6.0765672E7,196408.61,2.32365728E8,2501652,5.2380456E7,1244292.2,3.90978496E8
EIF3F.1;EIF3F.1.2;EIF3F.1.5;EIF3F.1.6;EIF3F.1.7,56996.414,31930.234,30162.863,19346.738,28442.152,938674.25,17997.96,43309.836,31551.49,612846.2,19196.129,21462.604,16915.422,17185.709,13282.414,65000.062,28390.543,39316.2,29551.943,87174.8
RAB27B.2,2380050.2,660221.7,609619,849366.6,828518.4,787825.06,4899829,5436505,1677177.5,2.3797388E7,2821183,4459753.5,643419.1,1125971.6,633725,4979937,4425978,2795763.5,3424195,479094.12
RMDN3.1;RMDN3.1.3;RMDN3.1.4;RMDN3.1.6,590054.06,218358.56,953533.1,768728.25,889423.9,2011687.9,536786.2,328827.94,520317.53,332978.44,365206.75,125442.67,515789.75,289317.34,569549.4,269882.56,522063.84,258415.86,736903.1,1886570.2
TPPP.3,1.01531552E8,8819794,5.1440184E7,5.3189876E7,9.6304424E7,1533906.2,1.18322016E8,9903358,1.3789952E8,774841.9,1.76484656E8,6.3164456E7,9.1165728E7,1.9252434E7,1.42098336E8,489452.34,2.2406776E8,3040815.5,9.6830928E7,656522.06
NECAB2.2.3,728860.9,88865.58,125854.78,247466.44,87335.27,0,898089.4,565.7117,254768.47,518.4843,416500.06,2651.803,112099.36,110077.47,183484.33,16408.201,406058.97,0.39121953,516464.62,711.6377
EPB41L3.20;EPB41L3.25;EPB41L3.29;EPB41L3.29.3,1053269.4,278395.53,1101347,725165.94,988657.1,30434.783,858133.9,348055.88,1634249,166873.66,776827.1,442367.75,480796.47,108955.234,1247951.4,20187.64,2241905,516251.5,407554.38,34468.555
RPL11.1;RPL11.2.2;RPL11.2.6,1095381.4,778362.56,567171.8,165588.66,368178.9,245440.77,226085.9,1019654.7,274121.34,1541806,134055.62,1189796.9,628682.75,526789.75,1140176.2,282138.88,43996.42,1312807.8,642068.2,2103915.8
YWHAE.1.21;YWHAE.1.22;YWHAE.1.23;YWHAE.1.24;YWHAE.1.32;YWHAE.1.36;YWHAE.1.47;YWHAE.1.48,1548323,2040819.8,2896322.8,2741802.5,1093840.8,9240714,1330044.4,4124984.5,5081003,8524619,592973.1,1583022.1,919066.25,3662998,1955771.4,4370963,601408.1,1971336.5,2337997.5,3637628
NADK2.2,2427798.5,787693.5,8767662,2961569.2,4424819.5,1.0695823E7,2501835.8,88048.055,1829503.6,360342,342845.56,11673.283,3528923.2,477092.7,3560254.8,56329.59,111627.555,98716.34,6138467,3373330
ANXA1.1.18;ANXA1.1.2;ANXA1.1.4;ANXA1.1.5;ANXA1.1.6;ANXA1.1.7,83580.266,635554.56,346987.12,226177.27,136202.33,3.2825406E7,273275.66,428042.44,281424.44,1841077.6,260042.89,212809.1,33368.516,1096038,172699.08,2.635117E7,45688.844,1225943.2,26626.805,2763438.5
PKM.12;PKM.17.20;PKM.17.23;PKM.17.37,0,167.42516,1698.579,1283.7369,9752.087,1956320.2,0,127536.08,207.77611,42093.684,923.81177,124777.36,4162.2676,4965.2607,0,676022,158124.27,4769.8584,0,455796.6
AHCY.6.2,411083.5,727651.2,704338,1290234,109934.85,2.1158958E7,252440.86,1432341.9,446932.12,3450040.5,201486.69,287107.56,84475.97,454168.1,40025.12,1396200,248632.38,539836,171695.88,4810912
SNAP25.8;SNAP25.8.22;SNAP25.8.24;SNAP25.8.8,2104692,274520.25,1096811.9,1779385,2455507.2,17295.938,4.3502128E7,413831,8060135,408560.88,2.9399264E7,1709953.9,1639146.1,4163243.5,1809149.2,136513.28,3.3409956E7,646713.1,3069568.8,52575.086
OTUD6B.3,627259.6,4654640,5192177,3400991.8,1366529,2969115.5,540430.7,3685334,1123386.1,3904699.8,1125291.9,2015041.8,684132.4,4702845,2122519,951764.4,605130.56,4681356,1248811,5783109.5
FH.1;FH.1.10;FH.1.8,7740.2603,36069.277,84350.836,126867.47,94433.11,979063.4,101548.54,134947.17,97464.445,129100.88,53332.746,509.6894,4244.021,35756.086,6542.466,83267.766,17796.713,8011.512,63216.23,172182
TMX1.1.4,99385.7,7768711,9963332,6611397,1746980.2,1.7935772E7,776058.44,2.4423232E7,1415375.2,1.5825836E7,349109.97,1.67388E7,171562.7,7174647.5,1642273.8,2.0440144E7,679503.06,1.9286024E7,34976.496,6.4353508E7
ACTN4.2.2;ACTN4.3.2,1843.885,0,48180.234,12212.064,3370.8167,2269210,18410.105,23117.416,459121.4,102544.18,2660.925,3720.993,1869.8596,4887.299,5655.525,1640067.9,0,13141.403,21482.512,1014043.6
IGLL5.1.2,4744237.5,6.8485096E7,3.4833504E7,5.2115012E7,9203826,2.7395472E8,2.43600464E8,5.5990496E8,1.4143165E7,5.4708493E8,2.00655712E8,8.7567309E8,3.59053E7,4.00744992E8,5.2992984E7,1.5314135E9,1.00894944E8,2.85966336E8,1.0915518E7,1.58891312E8
HSP90B1.1.21;HSP90B1.1.30;HSP90B1.1.32,274910.56,696481.6,355652.38,407972,588175.8,5.5631408E7,872437.5,1413655.5,812195.5,3688362.2,51594.508,1873700.4,252284.12,1038424.6,306352.06,9278061,336715.7,286920.53,112209.36,9726482
HNRNPF.6.4;HNRNPF.6.5,366.9297,123362.22,2570.2937,462361.62,9414863,1.2180633E7,2143099.2,1713361.6,680670.25,1.9809108E7,415752.2,1326299.4,42025.52,839469.2,244782.95,1.0053915E7,202409.88,1323428.4,134877.03,3459137
RAB34.1;RAB34.14;RAB34.14.2;RAB34.14.4;RAB34.16;RAB34.25;RAB34.3;RAB34.3.2;RAB34.3.3;RAB34.3.4;RAB34.4;RAB34.6,1265.2144,109.091156,19243.07,22845.957,226.26678,346916.25,1986.0735,894.03235,1201.2352,339710.1,1034.0753,4752.8374,0,3566.814,408.95148,114457.5,3047.077,237084.4,4926.329,8944.289
TUFM.2;TUFM.2.13;TUFM.2.5;TUFM.2.7,2583345.8,449738.25,7491406,3913623,4365525.5,5.4270348E7,1433816.9,2058899.2,1399113.8,8728589,1171709.2,157095.75,962198.7,611592.2,1953515.2,1.1512266E7,646434.44,849982.7,1975732,1.0507005E7
LCN2.1.2,744748,3566173.2,1.0260338E7,6605518,3729479.2,4.95509184E8,2226086.5,3.1286654E7,5544712,7565216,133898.12,6.3398552E7,222432.25,2.648662E7,913934.75,7.6388717E8,659667.3,5244870,2071416.9,7.089529E8
JAM3.1;JAM3.2,2228521,335410.7,2552947.5,1248949.6,7426428,5866.2827,1858921.9,3500493.5,1.2098883E7,0,40902.785,7294211,6412282.5,2212890.2,9541398,38589.273,2724507.5,1720437.8,1538491.4,467411.8
ENO3.6;ENO3.6.2,864116.06,1011183.2,1544033.1,2492807.5,459473.1,5027321,997506.75,746710.3,931908.4,829194.3,659753.6,904593.3,236614,1636942.8,299996.12,3545212.2,560995.5,68631.9,1143661.1,2599078
SLC25A11.1;SLC25A11.1.2;SLC25A11.3.3;SLC25A11.3.5;SLC25A11.3.8,1322566.8,10013.597,1129435.5,1593135.4,464080.75,3045074.2,1258714,265786.5,1527248,1988808.4,847735,348810.3,126687.46,240735.42,304534.94,2793557.5,1327968.2,346856.5,1343637,2965649.5
SKP1.2;SKP1.2.10;SKP1.2.11;SKP1.2.12;SKP1.2.2;SKP1.2.3;SKP1.2.4;SKP1.2.5;SKP1.2.6;SKP1.2.7;SKP1.2.8;SKP1.2.9,427799.7,195794.42,457467.56,358574.47,91458.7,5657.2676,405562.78,318373.25,436420.44,169024.95,188688.62,195484.28,251835.9,51305.83,265666.53,150236.56,1350.9431,83059.695,341639.3,139508.2
RPS23.1.2,181135.19,769932.2,2264999.5,946953.3,193563.38,18323.572,266978.03,160353.4,132268.48,2162880,94810.07,33417.57,155193.84,131902.16,98776.984,20071.191,195453.36,791059.25,231585.42,245645.28
EIF6.4.5,1306458.8,2664017,102473.29,1.5209322E7,55590.41,3902190.5,1.1197994E7,128884.47,872980.44,2.51570432E8,6033680.5,484907.78,6189.614,2.041115E7,14225.768,1.440036E7,9267803,7.025492E7,7210756,702501.75
LCP1.1,60046.65,151773.45,439289.72,535547.8,29373.863,3.0468478E7,10103.533,133449.27,28794.316,591330.5,143849.36,269385.5,31487.06,109499.59,43717.99,2.2835992E7,32124.785,248965.52,65091.094,3191166
YWHAZ.7.2;YWHAZ.7.3;YWHAZ.7.6;YWHAZ.7.7;YWHAZ.7.8;YWHAZ.7.9,9482659,3368760.2,7156760.5,7017792,3943878.8,2.9827656E7,7667651,4958399.5,8605707,1.5502236E7,3678641.2,3197603.5,3782598.2,3326197.8,6884025.5,1.9701282E7,5580452.5,3038274.2,9392556,8778092
PPIB.1.13;PPIB.1.16;PPIB.1.8,6062431.5,7093740.5,7050902.5,6476405,2259087.2,3130713,1127952.8,3145884.8,2241443,8311609,532363.06,5614971.5,2433516.5,4441469.5,3839369.5,7448229.5,356316.72,6960235.5,3557925,2.164344E7
COPS7A.1.10;COPS7A.1.2;COPS7A.1.3;COPS7A.1.4;COPS7A.1.6;COPS7A.1.8,160013.42,689059.44,865920.9,683725.3,39182.29,8614214,171210.02,473555.94,97701.93,605358.9,45864.562,1316340.8,14367.634,767057.44,15855.161,4052386,88619.73,1260722,37376.71,2594823
RPS3.2.7,41322.684,22835.379,9175.362,18826.62,174369.23,1.5389354E7,115201.33,1370991.9,338303.3,6958558,178658.42,672819.5,8192.4795,271730.28,842.10144,7610215.5,89946.07,1042051.6,161972.48,8368583
SLC1A3.5;SLC1A3.5.2;SLC1A3.7;SLC1A3.8.4,52834.23,182727.42,377685.4,837374.75,46160.566,938236,68845.586,90615.21,166.61522,6432.179,22265.469,0,21462.604,16711.93,7527.803,115506.234,154697.44,92700.984,49046.94,1693303.4
ARPC1B.2.9,154167.27,1032045.06,365215.3,1295370.8,516323.47,2.5157774E7,3252602,681868.7,1037654.1,1.2771722E7,1495425.6,4564657.5,913619.56,5181115.5,1120763.9,1.9113996E7,2301574.5,8000279.5,370419.75,2601998.5
CBX5.3;CBX5.3.2;CBX5.3.4;CBX5.3.5,3482537.5,1.8719868E7,9792436,6813816.5,2680654.8,3263646.8,4061740.5,5243511,2788985.2,2.7386004E7,4819644.5,3873578.5,2382296.2,7077431,3774459.2,3931225.2,1909778.6,1.974291E7,5221872.5,5028023.5
LDHB.1.2,5276842,4866073.5,7087589.5,6408522,4860415.5,9099443,6413108,5337584,9636591,5161894.5,2427958,2842377.2,3467261.8,3957318.8,4758422,4381879.5,1626839.4,1166831.8,5886816,7140722
ATP5F1A.5,2.2506874E7,4071151.8,2.0151208E7,2.2703946E7,1.7630108E7,7.6829568E7,1.6397716E7,3783212,2.1514842E7,1.2951996E7,3731012.2,4083661.5,6017319,1650830.2,1.5713768E7,9563735,3760646.8,591996.5,1.756296E7,2.2962702E7
HNRNPA0.1.3;HNRNPA0.1.6;HNRNPA0.1.9,210506.4,487714.12,629573.5,5133.005,848176.06,6210180,1251463.2,6225644,298812.4,1.8249154E7,466972.1,2275288.8,209631.48,3201665,269229.84,4854741,1143972.9,1783925.5,505842.25,6422768
CUL4B.3,4763.0894,908.6545,887.99,4369.2017,0,390597.88,0,0,0,24055.223,1388.2589,466.86218,1529.1327,0,0,13272.324,0,1037.6957,0,1642.3701
PSMD3.1.7;PSMD3.1.8,51470.668,23169.172,132679.95,36414.46,41321.746,2102561.5,32542.432,207837.95,52068.234,4849094,62274.766,236551.84,57106.535,124665.53,90994.53,1124391.5,115396.82,284445.94,136286.6,2144796.2
NSF.1.3,4956798,694144.25,3700074.8,7623493,1.8668066E7,1.7786856E7,5117589,2422487.5,2.5559578E7,5015217,2976440.8,1226564.5,1759465.1,648165.3,8089471.5,1.6931784E7,7792997.5,1353523.2,1.2643397E7,4136532.8
NUDT3.1.2,7307082,1008988.94,1.548825E7,2157128,5993124,59015.113,231040.4,117984.47,267140.7,23554.676,118589.37,67750.41,3.4188452E7,416228.56,2.297241E7,153699.47,115853.336,616312.5,3669649.2,915027.56
VAMP2.1;VAMP2.2.11;VAMP2.2.13;VAMP2.2.4;VAMP2.2.7;VAMP2.2.9;VAMP3.1;VAMP3.1.3;VAMP3.1.4,850509.6,8851.501,565955.25,584760,192477.44,451827.78,973664.94,620676,1517947.8,9362.935,308068.28,1155166.5,115390.57,118011.62,189045.19,2639831,141335.27,7390.5454,777109.25,1602222.8
UCHL1.1.22;UCHL1.1.23;UCHL1.1.7;UCHL1.1.8,6.529113E8,1.76095344E8,4.1834632E7,1.18849485E9,1.8662706E7,9.7453472E7,3.82368205E9,2.481429E7,3.60228352E8,6.171001E8,1.78542144E9,7.8729856E7,2.4005704E7,8.5751053E8,1.1380079E7,1.97793328E8,2.18226432E9,5.9639718E8,1.68660966E9,7622413.5
GPM6B.2;GPM6B.9,3488284.8,1249551.8,360569.44,364114.12,474133.38,27028.566,6869922,573671.56,5440311.5,2131875.2,3587973.2,338239.7,708235.8,578448.75,1799991.8,25712.057,2029188.5,261144.98,3592114.5,159696.88
G6PD.1;G6PD.2;G6PD.2.10;G6PD.2.4,10364.828,1905.7549,246034.19,72446.39,51865.137,7885125.5,143809.47,123737.32,42901.03,595142.8,16285.139,59096.83,1346.2566,45653.25,13423.692,1535450.2,30293.88,14409.679,3322.0686,241180.58
ALDOC.3.10;ALDOC.3.2;ALDOC.3.44;ALDOC.3.7,1121069.6,481331.25,1353579,1656887.2,2303000.2,1.0609923E7,1645503.9,3360754,4863935.5,248907.5,557183,2740073.8,2594092,3927035.5,4052166.2,3977172.2,1503846.1,43262.85,1373826.2,34100.84
GANAB.6;GANAB.6.2;GANAB.6.3,27364.676,40103.266,5262.1284,341.3355,523.6335,4551092,0,25108.916,593.87787,880565.3,741.93384,0,2.9106894,52275.92,355.17114,2634969,525.5879,12773.65,74510.055,3243075.5
CPVL.12;CPVL.2.3,42573.3,3929067,4049317,4734851.5,1664767.6,6580430.5,195808.08,1916975.5,466131.78,1.3629031E7,413086.9,1167268,226279.81,851914.44,200312.62,327497.3,2245.7432,237282.61,359892.9,4938004
AGPAT5.1;AGPAT5.5.2,39766.375,19648.94,32709.725,50157.695,0,987690.9,3796.6716,7038.6934,10914.66,290567.28,12131.16,866.519,1615.2872,6493.637,5827.5117,63719.594,13764.506,23936.713,36480.184,13365.104
RPL13.1.14;RPL13.1.16;RPL13.1.18,51.14915,1400.8397,0,0,734988.5,275880.38,283078.12,955089.25,10189.222,843.6306,124325.195,737012.8,51999.31,296632.4,122194.17,542860.2,752.2186,912.7886,743124.5,2459291.8
YBX1.1;YBX1.1.16;YBX1.1.33;YBX1.1.5,10722.876,827752.44,306103.34,549242.8,35973.21,1.1445369E7,106556.54,5312225.5,365848.47,1.5161129E7,1209279.4,1965975.5,391790.88,612644.3,53054.82,9489418,365745.5,2466610.8,218966.88,1.1470042E7
NRCAM.21.6,1962807.9,2573414,2137203.2,2391616,916226.44,4451494,4061291.5,961045.7,3807881.2,5220364,1851310,2249933,946165.75,6697480,719155.5,5095580.5,2997546.8,2973323.8,2400272.8,2624574.8
GOT2.1.3;GOT2.1.4;GOT2.1.7;GOT2.1.8;GOT2.2;GOT2.2.2;GOT2.2.4;GOT2.2.5;GOT2.2.6;GOT2.2.8,1403711.6,189621.52,793285.44,1152846.2,872421.4,659231.94,1061166.6,277583.72,2233868.5,611415,505245.62,186388.25,447374.44,8070.2705,470350.44,435248.47,802654.1,131258.89,1656515.5,10972.073
ADRM1.1.2;ADRM1.1.7;ADRM1.1.8;ADRM1.3;ADRM1.3.2;ADRM1.3.3;ADRM1.5;ADRM1.5.2;ADRM1.5.4;ADRM1.5.5;ADRM1.5.8;ADRM1.6.2,1652.7306,57120.355,30373.707,56707.027,28800.336,83666.81,60467.824,26206.334,32248.188,2038797.4,118818.49,118447.66,7773.3975,152697.28,14918.964,71908.47,86484.25,200788.45,13461.021,3550.5198
GFAP.1.121;GFAP.1.130;GFAP.2.5;GFAP.3.2;GFAP.4;GFAP.4.16;GFAP.4.25;GFAP.4.27;GFAP.4.30;GFAP.4.34;GFAP.4.36;GFAP.4.45;GFAP.4.50,31052.611,9800244,5023474,4818871,992025.44,8.71592E7,1998387.1,2.0645186E7,3192020.5,4676533,1604218.5,1.8496902E7,347417.72,1.1197476E7,50467.2,1.1902116E7,308567.6,530012,907876.44,9.4635656E7
RPS8.1.11;RPS8.1.12;RPS8.1.6;RPS8.1.9,887330.1,3593340.5,2395157.5,1830685,2235049,3.3403438E7,487722.8,7309163.5,948870.25,1.65114176E8,719997.25,3905077.8,34594.844,624501.7,646162.06,1.571221E7,4331454.5,1.2731786E7,1598723.5,4.3016328E7
PRRT2.6;PRRT2.6.2,1.4805364E7,685990.75,6186886.5,7297451,1.1279537E7,7018.0337,1.6482749E7,244851.19,1.8837778E7,7638.789,1.0957927E7,327872.4,9590054,357769.78,1.2174562E7,5686.492,5118989,6287.773,1.4077852E7,1508.9155
TUBB4B.1.5,4244540.5,1639914.8,3150355.8,2987700.2,4493517,7049344.5,2391072.8,1130178.4,5193160.5,2356837.5,2034191.5,417269.62,2492749,1202797.6,6340229,937647.56,3204276.5,1154501.5,4432102,1136241.6
ATP1A3.3,7891613,482446.44,3204154.5,2522333.2,1.0115388E7,29959.938,2992873.2,371177.66,5696194,147902,2812951.2,351833.7,8316563.5,817487.75,3.7770236E7,7584584.5,2858696,7674.952,5093802.5,165095.3
TMPO.2,348893.1,5309631,8088969,5933124,368796.1,4179620.2,594576.1,2671671.2,1286249.2,1.2519468E7,353376.75,911107.75,22702.355,2207916,504835.4,4472340,381732.88,5053277,529730.25,4064600.5
OTUB1.1.5;OTUB1.1.8,659803.75,419995.38,165281.53,2064419.9,38631.402,919226.2,128630.58,5300.447,178968.42,1506650.9,137973.7,19117.664,329264.62,35762.65,102639.72,4623475.5,2009536.8,3983672.5,681900.6,290579.53
