Protein,S10_N,S10_T,S11_N,S11_T,S2_N,S2_T,S3_N,S3_T,S4_N,S4_T,S5_N,S5_T,S6_N,S6_T,S7_N,S7_T,S8_N,S8_T,S9_N,S9_T
HSPA5.1.14;HSPA5.1.15;HSPA5.1.3,3407500,2963308.2,4.054896E7,533898,1107880.8,3.8421584E8,718596.94,1.4425367E7,1498854.8,4.39046E7,401800.72,5.666232E7,2095928,4573375.5,2626241.5,1.2900224E8,2234810.2,7292118.5,3879992.8,1.65044832E8
IFIT3.1;IFIT3.1.2,159231.31,923291.5,9236273,1292327.2,3151745.2,2955387.5,1.2193298E7,941401.7,995558.4,1.43639648E8,1421739.8,3.0814126E7,418352.1,4483080.5,214498.84,3062099.2,595243.25,6356333,1130676.2,1.7526512E7
HMGCS1.1,536577.8,268652.03,7402561.5,910889.06,386964.56,1671154.5,4713201,822543.9,6212525,1.4833232E8,1.298661E7,443710.88,3952956,1.4168626E7,4212392.5,1301634.6,3642220.5,8.7188032E7,2102702.8,118790.86
FLNC.1,236679.95,332338.56,352905.9,301985.22,964737.06,4345963,741596,6570282.5,502188.97,1.3415708E7,1146562.2,1.1811533E7,1145370.2,1532343.6,267688.75,4.2786344E7,358681.1,724208.9,2716010.5,4834651
CAMK2B.2.4;CAMK2B.2.6;CAMK2B.5,1.4957929E7,7043524,3.4592548E7,2.6754166E7,2698449.5,601441.6,1.7922402E7,1287629.6,1.9029796E7,1.5604827E7,3.7580004E7,6415082.5,3.0281698E7,1.5290889E7,4506521.5,417830.47,1.7588598E7,3.5355536E7,1.6732002E7,6730762.5
PACSIN1.2,2.44774272E9,1.78999248E8,1.06166854E9,1.4224535E9,2.47938637E9,2230398.8,3.88923469E9,1.54419184E8,2.61222554E9,1987797.8,2.22502426E9,3.1675006E7,2.02597978E9,2.06430096E8,3.01054822E9,1058560.2,2.34290944E9,2.573838E7,2.47225216E9,7632920.5
HDGFL2.6;HDGFL2.6.2;HDGFL2.7;HDGFL2.7.2,10603.306,7804.9287,100316.4,17327.717,5048242.5,817123.5,429123.4,246283.34,1057930.9,5.2306144E7,1152867,271472.78,566637.3,337585.5,130958.016,423527.22,722490.4,938477,91724.75,936909.56
SERPINF1.1.2;SERPINF1.1.3;SERPINF1.1.4,1.2926897E7,7.35486E7,7885955,7533164,4.9951608E7,1.94267568E8,4.5104988E7,5.20139936E8,2.3554668E7,2.014816E7,3.1927112E7,2.8650496E7,5.3950952E7,8.6665128E7,1.12338952E8,4.587864E7,9181611,1.39359664E8,5862953,4.08319008E8
TUBA4A.1.11;TUBA4A.1.14;TUBA4A.1.2;TUBA4A.2,2.54964352E9,1.99597488E8,1.64079219E9,2.09065766E9,3.49640755E9,3.7166216E7,3.24216627E9,3.67646048E8,3.81045402E9,6.5537688E7,3.34671949E9,7.086044E7,2.88322637E9,4.21543776E8,3.58058624E9,2.394384E7,3.64317901E9,4.9173748E7,2.24072422E9,2.8783434E7
GDI1.1.11;GDI1.1.22;GDI1.1.4,5.84592E7,4.305548E7,2.05964912E8,8.1544856E7,8180673,2.0321618E7,1.31978656E8,3.5037776E7,3.19962272E8,7.5470714E8,4.19023456E8,4.32371904E8,8.7172272E7,1.12717592E8,7.1867896E7,1.53112128E8,9.8426016E7,2.66843408E8,9.6838712E7,9.5145024E7
PABPC1.1.22;PABPC1.1.25,5689858,3815102.5,6392773.5,1996737.8,4768264,1.05904144E8,1334570,2.2377508E7,8.43058E7,1.29206688E8,3.6426948E7,6.2387944E7,3.4143172E7,1.7816972E7,1.450686E7,2.6104786E7,1.935549E7,2.6404912E7,1.3435357E7,5.1038004E7
SQSTM1.3;SQSTM1.3.11;SQSTM1.3.2;SQSTM1.3.4;SQSTM1.3.5;SQSTM1.3.6;SQSTM1.3.7;SQSTM1.3.8;SQSTM1.3.9,44071.33,705532.5,3168267,804644.6,1562966.4,7027340,762936.75,548368.9,1270842.8,2.1047384E7,3167799,1.0398574E7,687850.9,2253515,169272.52,4363926,1092902.2,5518003,1425077.8,6584845
CLTC.2,1474493.6,963444.5,1737051.9,1526562.1,2042178,1.86844976E8,3524732,2519757.5,4688888,9760884,2294031.2,1495726.5,1885694.5,616561.6,3393417.8,1.5704268E7,2850977.8,1533994.5,4498492,9813272
TRAP1.2;TRAP1.2.2;TRAP1.2.3;TRAP1.2.5;TRAP1.3.11;TRAP1.3.2;TRAP1.3.4,1343783.2,378559.12,4233468,400768.94,8132254.5,1.2415732E7,870803.94,653609.8,2418876.5,951316.4,3603795,315075.97,1511370,1539523.4,760409.25,692918.06,244216.33,175272.66,373017.7,814680.25
ARFGAP1.9,2.4407666E7,3125930.8,5815223,7304372,7.9342176E7,84552.875,1.0834517E7,698128,4534731,146992.56,5800952,152572.25,1.2999607E7,481066.97,2.1585944E7,131863.92,3938497.2,1462105.8,6761751.5,366560.84
BIN1.13.2;BIN1.8,1.4904471E7,5802911,2.5398684E7,1.6762982E7,1.6594746E7,2709401,1.6857022E7,1.711476E7,9.5745288E7,4.3578692E7,7.3006752E7,1.36929232E8,3.2019526E7,2.840169E7,3.1493002E7,6295301,3.7579468E7,1.082674E7,1.4273625E7,2481515.8
VAT1.1.5,8.424712E7,2.26442352E8,2.882332E7,2.5381028E7,3.1053504E8,1.3179895E9,1.1132032E7,1.59476186E9,2.0226976E7,9961078,4.3344296E7,1.2439635E7,8.8392656E7,3.4723792E7,1.1745184E8,7965912,1.1248504E7,6.5569152E7,3488304.2,4.84005472E8
PEBP1.1.11;PEBP1.1.12;PEBP1.1.14;PEBP1.1.17;PEBP1.1.18;PEBP1.1.19;PEBP1.1.2;PEBP1.1.22;PEBP1.1.23;PEBP1.1.25;PEBP1.1.27;PEBP1.1.28;PEBP1.1.29;PEBP1.1.3;PEBP1.1.30;PEBP1.1.32;PEBP1.1.35;PEBP1.1.36;PEBP1.1.37;PEBP1.1.38;PEBP1.1.39;PEBP1.1.4;PEBP1.1.42;PEBP1.1.43;PEBP1.1.44;PEBP1.1.45;PEBP1.1.46;PEBP1.1.5;PEBP1.1.6;PEBP1.1.7;PEBP1.1.8;PEBP1.1.9,290789.25,6550.3506,225172.42,331703.44,258786.52,24996.248,431178.16,38143.08,526161.8,28925.45,424353.38,23394.783,234988.61,12935.305,222057.31,6278.126,21238.34,19815.193,231426.97,11185.238
EIF4A1.2.18;EIF4A1.2.25;EIF4A1.2.32;EIF4A1.2.37;EIF4A1.2.5;EIF4A1.2.7,3536919.2,4.2264596E7,3868590,5134944.5,5516305.5,5.2814708E7,775948.7,1.85293312E8,1041744.6,518706,2511992,75893.484,1565153.2,3640722.8,8799223,583887.06,259668.2,1.8242156E7,1360577.2,6.4342476E7
IRF9.4;IRF9.4.3;IRF9.4.5;IRF9.4.7;IRF9.4.8;IRF9.4.9,645199,3653013,983389.56,949273.7,1810988.5,709884.2,1702748.2,8154669,311195.06,1186762.1,492086.2,13205.884,1589962.1,784371.5,1707065.1,19245.566,262433.2,3131235.2,408849.12,1513718.1
A2M.1,1622120,6553645,4000098.5,3204129.5,1446165.8,2.1264952E8,3423134.5,2.9447964E7,6414741,6.6275896E7,5964761.5,1.0330216E8,1390152.6,3.6199176E7,1.3362199E7,2.757368E8,2053770.6,2.433136E7,3571966,3.18148608E8
GAP43.1;GAP43.1.2;GAP43.2.16;GAP43.2.26;GAP43.2.27;GAP43.2.44;GAP43.2.79,4.24059904E8,8.7002592E7,1.38094336E8,2.95176256E8,2.294208E8,4.622102E7,2.92872416E8,3.2573536E8,3.12465248E8,2468064,2.8844784E8,7090390,2.07794336E8,3.348123E7,3.08367328E8,3060364,1.70931376E8,5.2666148E7,7.8414648E7,5.345992E7
SLC39A14.13,140258.8,2169660,74261.11,4271.853,85248.57,9931704,1007256.7,4269224,654607.7,4798035.5,40333.39,917613,388.16977,957932.8,108201.766,5297241.5,21090.758,2237056,344805.25,2.8039476E7
NSFL1C.1;NSFL1C.1.2;NSFL1C.2.2;NSFL1C.2.3;NSFL1C.2.4;NSFL1C.5;NSFL1C.6,4.6556224E7,6.8888088E7,2989404,3926438.5,1.66641632E8,3.5152228E7,603212.25,8.6463392E7,2582910.2,1509978.9,2876624.2,442440.28,3.7644672E7,8988624,4.228158E7,7133423,374334,7102338,4175752,8794514
LMNA.28;LMNA.3;LMNA.5,2717924.2,5108387,1.2139152E7,1836379.2,1.8340062E7,1.07008624E8,1.1164603E7,7.0575144E7,1.7704232E7,1.39281904E8,1.6812336E7,2.3618624E8,2.577512E7,8051759,1.466856E7,1.14743768E8,3302701.8,3.126454E7,4411247.5,2.23548128E8
CFI.1;CFI.2;CFI.5,458783.56,1.624531E7,4677745.5,5386338,6120718,1.13774296E8,3.0415944E7,1.30354432E8,1.456698E7,4.1341484E7,1.2522611E7,1.4344275E7,7607719.5,3.7055112E7,3.067101E7,5.5704592E7,9095379,5.3139236E7,7012711.5,2.00690704E8
LUC7L.2.5;LUC7L.3.2;LUC7L.4.2;LUC7L.5,997592.6,4442585.5,453460.94,572948.2,2064910.6,2497947.8,114225.19,3293423,162843.17,94599.12,142925.05,25368.299,847456.06,607923.94,1268963.5,18488.771,16306.243,687302.5,14270.834,1566626.4
HNRNPM.2;HNRNPM.3;HNRNPM.3.3;HNRNPM.3.4;HNRNPM.4;HNRNPM.6,3976747.2,1.5032638E7,2.0897684E7,8580958,2415071.8,9304746,4604011.5,8611636,520448.6,8.3148712E7,3285757.2,2.638454E7,4638914,9822737,2857020.8,5373296,3762235.5,2.2686036E7,1686988.9,2.0795058E7
MAOB.1.2;MAOB.2.5,4138322.2,2.0960206E7,8.0088688E7,8586492,1149900.2,4.09395808E8,4674047,1.7833256E7,4.0011872E7,8.918856E7,4.198246E7,1.0694128E9,3792441.2,2.4621904E7,1024118.3,3.66269792E8,5205746.5,1503749.5,3.3796616E7,1.54547984E8
PRKAR1A.10;PRKAR1A.10.3,7.9125296E7,1.76919536E8,1.11390168E8,1.19928904E8,1.5225672E8,1.5354576E8,4.0254164E7,2.20163936E8,7.3349344E7,2.1617728E7,9.0304712E7,5379409.5,1.425196E8,1.50051024E8,1.31660024E8,788242.75,4.43797E7,9.2713352E7,5.2796944E7,9.8661192E7
GPM6B.2;GPM6B.9,2.459717E7,5399962.5,7480684.5,7518646.5,1.292312E7,1797606.6,3.6560776E7,1.2307886E7,5.0655528E7,6252936,3.0519776E7,2948401,9103473,5590937.5,2.1757732E7,3698197.5,2.6593116E7,6698976.5,2.0610698E7,1.4426024E7
WARS1.8,1.5658293E7,4.1675624E7,1.10319712E8,8.4208712E7,7557050.5,8.7086768E7,5.8957508E7,8.3455768E7,8.460648E7,1.62089216E9,9.2565992E7,3.2369616E8,2.4334882E7,6.9451368E7,2.7193134E7,1.98421504E8,2.3254846E7,2.1691144E8,4.6721604E7,1.0067559E9
TKFC.6.3,2388388.8,424217.84,4532247.5,1793806.9,6395695.5,2.235354E7,8869971,3258756.5,8360074,2.7801582E7,7451789.5,3.0327972E7,2979707,1319163.6,528320.5,2.457102E7,5651978.5,572579.1,118765.266,5862227.5
IMPDH2.1;IMPDH2.1.2,9253140,3.054795E7,1.35514848E8,1.64212576E8,628174.06,3.6063468E7,2.0844006E7,1011580.75,6.159088E7,5.9916154E8,4.9107568E7,1.45671072E8,1.4597198E7,6.664024E7,1.7180852E7,6.4976608E7,2.5666316E7,3.71935744E8,3.3412548E7,2.36700128E8
ATP1A1.1.2;ATP1A1.3.18,1.3597707E7,729491.75,8126075,6359007,1.2910608E7,7.673412E7,1.4490675E7,3869906,1.8579702E7,1483096.2,1.4235648E7,1.964807E7,8800396,1997069.6,5566516.5,1.8211276E7,1.4364615E7,2985039.2,8885453,6994508
SLC25A46.3,2.9369348E7,9347945,1.0250485E7,1.920743E7,5.5004328E7,6991317,2.8585206E7,1.5186608E7,2.5726936E7,303910.84,3.0360866E7,155246.34,3.1516628E7,1.1243656E7,4.2447424E7,3083.2554,1.3235925E7,9285423,1.1030531E7,4986493
STXBP3.1.10;STXBP3.1.2;STXBP3.1.3;STXBP3.1.4,37319.555,37919.74,1045720.94,4209.8413,249374.84,1.1920242E7,129995.516,1127677.6,585382.5,6242581,411233.6,9807512,331378.12,193264.62,157864.88,1984663.4,159308.1,201583.58,145477.88,1812831.5
GNAS.12.2;GNAS.14.2,566.5352,16497.23,2423667.8,3767448.5,29068.008,5408.8174,35678.613,44251.47,0,51021.793,0,0,14539.321,5883.6084,2068.82,161.22156,187.22029,840.8377,2831.8254,3154.3716
DPP6.12.9,5.8701744E7,2192169.5,2.2765988E7,1.9370214E7,1.8705194E7,1889059.8,5.8144724E7,3327881.8,4.6490712E7,2753467,3.74774E7,553961.3,4.1933336E7,2153505.8,4.4269616E7,677677.94,3.4135704E7,1198292,4.3158968E7,770265.56
CCT6A.2.5,6180631.5,4.126124E7,6.112838E7,2.0770296E7,1493838,5.9114452E7,4415376.5,5222820.5,3.6152476E7,4.10276288E8,3.958758E7,2.04423168E8,7329183.5,2.4609802E7,4783700,1.34988368E8,1.2215682E7,1.3670689E7,3.9758016E7,3.8299156E7
STAM.2;STAM.9,3580721.5,1775678.8,1782183.5,1928664.1,2346382.5,796437.94,2200457.5,2879145.5,4489361.5,283962.94,5378329,715614.4,2568933,684572.56,6964511,306613.6,3691295.8,1566003.8,1401680.5,470465.75
VPS35.1;VPS35.2.2,209806.45,50227.1,4321853.5,330473.94,252062.02,4.7005648E7,41551.9,615771.9,404908.34,5660608.5,105244.09,4006316.8,75398.21,23118.467,95929.695,1238249.5,255110.78,66323.375,132790.98,1539322.8
SIRT2.2;SIRT2.2.2;SIRT2.3.2;SIRT2.3.4;SIRT2.3.7;SIRT2.3.9,1608725,2908196.5,120352.09,55212.547,2.8124208E7,180386.53,696847.8,4391481.5,2556070,2723546.5,5644761.5,2546429.8,1500911,154889.77,4651654.5,271451,1413953.1,60927.78,298514.3,1262967.6
GORASP2.1.3;GORASP2.1.5;GORASP2.2.2,1337169.1,3761856,1.6358718E7,8988682,180543.52,4359995,4817618,2257110,2.1573984E7,1.57617616E8,2.4999464E7,1.0238658E7,4598430,2.1275394E7,9228850,1.6408377E7,4244312,1.06709344E8,6902999,2.9077964E7
HNRNPU.1.2,3837858.2,1064377.2,1011696,1514140.5,834955.56,1.39534848E8,832332.7,6123318,646649.1,6.2243708E7,257154.69,1.0828928E7,382921.56,386415.44,239381.17,4.89032E7,1912393,3220024.2,543714.44,1.26404144E8
ALDH1A3.2,1270362.5,100466.516,290094.97,306275.3,4103.788,177609.78,42705.53,134899.33,28848.941,1467402,166852.77,5978216,2208067,178425.31,772195.5,1.697533E7,1057683.5,182944.4,237780.19,687580.56
NAMPT.1.4,5.3756664E7,5.22720448E8,6.4289862E8,8.9576186E8,1.2341193E7,5.0709053E9,1.24398432E8,2.59030704E8,1.27960696E8,4.34023008E8,1.25826544E8,3.02837376E9,7.2353704E7,9.6666381E8,1.09144496E8,3.64370586E9,1.0534472E8,1.07014515E9,1.10336768E8,1.55139717E10
EHD1.3,743573.75,1082947.8,7055574,1130121,283211.16,5096823.5,511138.56,2444420.5,2157543,2.8930254E7,4700648.5,4.038246E7,1141540.4,675750.9,734621.2,1.0941926E7,439871.56,405956.84,2944239,4152126.5
KPNB1.2.2,1217292.8,709454.5,8601348,1925451.2,5940533,1.76615248E8,784503.75,7087899.5,1906795.6,1.4028764E7,116123.336,997509,194071.47,1854160,1556100.8,2.2431008E7,1682005.9,6303199,912808.75,2.797946E7
ZFR.1.7,339805.84,122477.01,1791445.8,2143725.2,5085.4907,496917.16,46249.434,178615.19,34605.246,2988707.5,46668.96,261870.75,13976.364,130804.164,9144.822,97349.76,1207293.5,702791.1,8860.844,222746.06
NUP54.2;NUP54.5.2,437197,485376.3,364490.72,142601.44,8917.098,1613384.4,52062.055,512089.78,135651.94,1.035261E7,88214.56,2650304,25488.945,51521.78,15532.275,311078.44,18022.46,321869.3,26176.068,1811616.9
CLASP2.52.2;CLASP2.52.6,133775.22,154422.48,393021.5,327292.12,2977535,951410.8,113010.766,2002768.5,133708.78,880956.4,200983.77,44731.42,292423.03,158018.02,317917.9,108616.65,946124.4,270260.1,35797.02,171871.66
C3.1.11,4400771.5,6.4964352E7,9528151,6274657,6753173,4.73239904E8,8653528,1.4762264E8,1.3856957E7,4.0563568E7,1.5841004E7,1.56780656E8,7699448.5,7159232,7.5130944E7,1.84830352E8,4754100,7.7551912E7,2920632.5,8.7395629E8
PPP1R7.4.2;PPP1R7.7.3;PPP1R7.7.6,6.0043608E7,7.692388E7,3939119,4993111.5,2.94635168E8,6.1772076E7,2033027.5,1.5227416E8,3935285.8,1908927.2,3785752,1374041.8,1.0997425E7,3045939.8,2.9984326E7,1942718.6,2418525.5,4374919,3378168.8,3.6610716E7
PSMD11.1.6,1.3443496E8,2.25488288E8,3.2124208E7,5.4497164E7,2.16887632E8,2.07982E8,9955439,3.78975392E8,2.0178264E7,4008380,4.8516688E7,262197.4,1.23177992E8,3.061626E7,1.7957256E8,4850532.5,2323321,9.617692E7,3771655.2,2.33974048E8
MAP2.55,7815487.5,3.777474E7,9.0476032E7,1.09949176E8,1.5972589E7,2.1579828E7,2.4868926E7,5.3421476E7,1.703855E7,5.1897968E8,1.3986805E7,2115008,6220036.5,2.4202002E7,1.185817E7,1213831.8,8787349,8.7463064E7,1.141103E7,5227172.5
NCF1.1.2,42308.426,1350401.8,21155.574,18561.553,59161.273,2.9402802E7,13455.928,1.4877309E7,14187.844,151736.62,22259.844,24012.83,47648.69,352142.56,431559.2,81045.64,12621.018,407690.2,192295.7,2.9759416E7
CFH.2,1473579.5,2562064.5,558546.2,635207.06,2911554.5,5.5899216E7,2704623.8,1.5376402E7,1910178.5,1333513.2,1783466.1,1564525.5,1543033.8,5016785,2067144.2,1.1708068E7,590580.3,2774714.8,3702977.2,8.1823096E7
TRIM47.1;TRIM47.1.2,142714.9,890111.75,2374616,189513.78,82502.29,1.4946856E7,36070.293,839843,44325.01,2284006,58834.9,319522.62,195794.86,7127793,455703.53,8527759,335370.62,686111.56,7572942.5,1.4990916E7
SLC27A3.1;SLC27A3.1.2;SLC27A3.2.3;SLC27A3.2.5,84.60091,0,134708.03,18337.592,0,1327282.4,0,750.82275,0,43.846966,0,1831.9855,0,87.57264,0,24431.61,0,0,0,218703.92
SPTAN1.1,164510.81,187004.1,468588.25,62326.24,1216431.2,2312675.2,952656.5,1007469.9,568416.9,667657,171585.02,477466.62,837207.7,193020.05,72070.695,718488.9,118104.92,153762.8,82644.1,506378.4
LTF.4.2,486930.3,35276.67,38936.67,33379.62,10121.009,5.785894E7,69123.19,947936.2,99853.43,140170.23,69908.84,2208121.5,52440.7,931727.44,16954.8,2.894833E7,30651.984,36800.355,3377.7834,5675339
MAT2A.1.7,4.1331368E7,3.829748E7,5750523,1.1772958E7,1.47591632E8,7.0804104E7,3731456.8,6.9701312E7,9497763,1074015,7769453,1352991.1,3.8643512E7,4104359.2,6.0581948E7,694574.2,4058331.2,4090996.5,4620041,4.499932E7
SEPTIN7.5.6,305974.5,82948.14,2310440.2,2101873.2,1321764.6,349031.03,622172.1,1145189.1,148546.61,3931649.8,615726.94,79266.45,5772.4854,101080.07,81516.016,87980.01,619426.4,25413.36,924591.1,280343.97
IGLL5.1.2;IGLL5.1.3,35354.89,1460042.8,1209214,448286.22,50320.83,2.8825722E7,3735937.5,2.8480808E7,958209.25,5092945,3033603.8,2.5234588E7,2164297.2,9804405,2596102.5,1.8181176E7,890039.9,5738839,131257.39,2.8464844E7
SLC32A1.1,1986352.1,254927.38,184142.45,387740.84,4818838.5,40403.598,2.6852798E7,74110.31,8071011.5,104232.78,1.9771038E7,1271511.1,808717.25,6450.4126,7080183,292829.2,1.2700054E7,57263.5,1.573342E7,74631.17
PARVA.1,1.3083853E7,3.7419008E7,9602546,1.0785353E7,1.0864534E7,1.4713711E7,5519647,7.7799032E7,4387356,1650838.1,6462724.5,932983,7183448,6471803,1.0797536E7,240730.08,3558522,2.4143374E7,3900905.2,2.7883916E7
ANXA1.1.18;ANXA1.1.4;ANXA1.1.5;ANXA1.1.6;ANXA1.1.7,349461.8,74166.45,1086344.1,679032,3331172.2,1.4040472E8,409159.72,1845556,454566.62,1366298.5,315137.34,4843663.5,591323.5,1.2136618E7,493861.88,2.01227488E8,336396.84,2673164.5,224024.61,5.4922184E7
RTCB.1.17,3.47132E7,4.7855384E7,1.95154192E8,1.62570496E8,934946.44,2.4605626E7,4.1270056E7,1824583.5,1.15287776E8,7.2097126E8,1.13946984E8,8.9605872E7,5.1928292E7,5.0750592E7,4.877374E7,7.8492208E7,6.7708648E7,3.94626976E8,7.9355168E7,1.75500032E8
LCP1.1,2480190.8,580629.8,2497015.8,3699553.5,177942.9,2.71289952E8,542040.6,1137824.9,304004.5,3.1743628E7,681373.9,1.89737824E8,4125496,6487546.5,485258.53,6.843664E8,203669.03,4886303.5,1832604.6,5.2439976E7
MAP1B.2;MAP1B.2.15;MAP1B.2.21;MAP1B.2.27;MAP1B.2.32;MAP1B.2.44;MAP1B.2.46;MAP1B.2.48;MAP1B.2.5,1879198.1,277653.38,1015754.4,605099.75,1352526,2.1339748E7,618039.75,1707064.5,1806679.2,723633.75,673524,1.09196488E8,285227.06,1448765.2,500953.94,1.9077536E7,940182.1,627699.5,891465.56,1.0085107E7
COL6A1.1;COL6A1.1.9,145645.34,189349.56,297645.78,469168.2,186643.31,1.6149446E7,2593434,2.5732096E7,72780.44,4878455,483043.62,1.7063938E7,103978.54,4.5749844E7,77988.63,1.6801022E7,1345178.6,1.3276515E7,450849.6,3.833932E7
