Protein,S10_N,S10_T,S11_N,S11_T,S2_N,S2_T,S3_N,S3_T,S4_N,S4_T,S5_N,S5_T,S6_N,S6_T,S7_N,S7_T,S8_N,S8_T,S9_N,S9_T
SARNP.1;SARNP.1.11;SARNP.1.4;SARNP.1.5;SARNP.1.8;SARNP.1.9,1081336.2,5318465,1566183.2,2002282,492170.62,14432.378,498524.88,390689.1,501945.28,3030412.2,1007926.7,35325.93,569331.3,2730139.8,3191157,19360.34,1063063.8,1588373.5,1106374.2,742893.8
STXBP1.1,5663296,824982.75,1047820.25,1311749.5,3071909,954889.4,3488467.2,159511.66,799476.44,8427.952,3651393,25009.176,6395098,375342.34,2.7395644E7,31368.184,5412109,698592,7259889.5,9276.655
BCL2L13.12;BCL2L13.8,0,2021.3102,0,88.12052,9362.501,321749.3,320.56607,339922,1030.6294,303295.53,7188.174,535118.6,0,326353.28,0,835604.2,1547.9073,27515.178,2274.4744,32218.639
TUBB4B.1.5,862951.44,247817.3,397837.66,61381.914,1164019.9,8392810,398568.28,72391.695,392182.44,1474814.9,1630791.8,13123.675,866965.25,65330.996,8055246.5,4983946,5940818.5,922401.3,1147577.8,9587.153
INA.1.3,1967391.4,238652.31,931851,1083098,1600649.9,55375.785,415493.1,172476.73,465901.16,76236.67,3077678.8,513760.6,3395146,406231.56,2663752,249438.39,3950636.8,302861,1537771.5,35386.586
MAP2.55,1.2864539E7,6012964.5,6462026,4821029,6533972,5511458,6587371.5,1467782.8,4225474,4.809804E7,8726934,162358.84,1.3751021E7,2635445.8,2.749551E7,668924.6,1.8505312E7,2.7225808E7,1.684324E7,209850.66
SCP2.2.3;SCP2.2.4;SCP2.7;SCP2.7.2;SCP2.7.3;SCP2.9,1.0995955E7,7340657,4.5835948E7,1680528.5,2.0773056E7,241069.9,1.3981274E7,686196.94,6319444,2111926,300394,199452.89,1.4261504E7,1933900.5,2.592443E7,1258820,707100.3,3361099.8,3.7333656E7,4705463.5
MGST3.1;MGST3.1.10;MGST3.1.2;MGST3.1.5;MGST3.1.6;MGST3.1.7;MGST3.1.8;MGST3.1.9;MGST3.2,540244.1,5669597,25706.943,372603.7,16929.701,768195.5,6362.997,541512.9,6714.3105,3451817.8,767882.06,4893.257,12537.428,17549.033,5437.5127,42961.65,9183868,2.7482372E7,1379107.2,18297.227
GPM6B.10.2;GPM6B.10.4;GPM6B.2;GPM6B.4.2;GPM6B.6;GPM6B.9,174141.31,2399.5557,8831.483,50.753677,30104.191,3928.489,462938.72,21355.402,98338.234,4238.0674,89210.64,711.2583,133162.53,17073.37,256789.34,1364.0499,1474.0406,4491.489,242957.38,0
ATP6V1F.2.10;ATP6V1F.2.12;ATP6V1F.2.3;ATP6V1F.2.4;ATP6V1F.2.5;ATP6V1F.2.6;ATP6V1F.2.7,10419.775,306589.53,439413.97,495250.7,63265.79,206426.6,61736.42,505416.3,16481.53,121889.086,86762.55,101548.93,7586.6284,7416.724,2.1781912E7,25383.125,104249.08,945.44415,34344.91,2489.794
CPVL.12;CPVL.2.3,44914.234,84307.81,126323.41,5533.311,17205.652,1.6556219E7,7145.7476,33979.098,36067.32,4192120.8,96934.45,7558.4756,68989.086,51272.984,70180.875,1002273.1,10329.212,105617.016,106187.82,115287.33
RBM14.3,139349.89,561749.44,612964.25,297658.12,122757.01,225021.28,4956.7725,14339.25,9354.607,936226,158259.25,29369.23,9297.839,17479.07,142032.84,148514.67,92325.9,903647.4,308234.5,190731.06
LDHB.1.2,1836191.4,1640334.5,754088.9,647346.06,2386116.8,3902259.5,2898453.8,2603432.8,1904044.1,2356171.8,2577104.5,803384.56,4725216,3063359,3452513,608719.75,1176255.2,971990.25,3918064.5,105123.79
SELENOF.2;SELENOF.2.2;SELENOF.2.3;SELENOF.2.5;SELENOF.2.6,417818.97,29534.092,883398.44,70062.78,404021.94,7405.9165,344441.62,11880.598,183332.88,122205.04,81905.07,39539.246,391437,0,1382999.5,33313.145,6545.898,14755.284,1055042.8,212297.92
ELOC.1;ELOC.1.5,7.8923432E7,2494326.2,5.8551064E7,1.9305874E7,6.920448E7,1609635.4,5.3129264E7,1227528.6,2.4310174E7,2662907.5,1.8557994E7,423554.75,1.85233328E8,3591077,1.52603104E8,1346047.9,3128227,1.1482729E7,1.60183488E8,9586180
EIF4H.1;EIF4H.2.2;EIF4H.2.3;EIF4H.2.4;EIF4H.2.5;EIF4H.2.6;EIF4H.2.7,69283.96,786479.4,2275.0417,8124.5293,11867.993,1.5695836E7,6083.3184,318104.38,3440.5876,1.0551467E7,241452.97,131975.23,41293.04,68135.64,77666.305,5783028.5,921887.44,365332.44,67934.06,257167.33
GSTP1.1;GSTP1.1.11;GSTP1.1.13;GSTP1.1.14;GSTP1.1.15;GSTP1.1.16;GSTP1.1.20;GSTP1.1.22;GSTP1.1.23;GSTP1.1.3;GSTP1.1.6;GSTP1.1.7;GSTP1.1.9,189152.56,286250.97,227697.4,360352.9,98344.664,1883753.1,136810.84,90851.95,200406.42,368237.34,174393.16,104424.57,123030.766,89376.48,262492.44,628298.44,106998.94,370170.84,534494.9,240090.28
HNRNPA1.1.10;HNRNPA1.1.13;HNRNPA1.1.14;HNRNPA1.1.2;HNRNPA1.1.4;HNRNPA1.2;HNRNPA1.2.2;HNRNPA1.2.3,27273.229,172881.86,5.4470143,29668.87,53857.535,521799.62,19569.627,168704.27,4811.1777,944136.44,19241.945,23198.594,163230.3,497358.28,7585.7095,3330.8318,0,636578.9,27380.08,36712.8
DYNLT1.2;DYNLT1.3;DYNLT1.3.2,968171.6,125297.91,4191576.2,595202.7,3887490.5,331.37518,1501961.1,165383.9,1215247.8,448538.2,880085.1,0,8385530,97525.6,7727254,0,21084.139,498791.5,5722962,690523.6
IGLL5.2,4191.575,359353.8,94556.81,122633.78,61964.215,1870146,351412.75,1063554.9,134253.81,327616.66,25818.703,267235.34,27333.172,35593.45,1022691.56,1091429.8,197093.94,606843.25,46929.53,536818.5
VDAC1.4,1.3012136E7,5129462,2973868.5,4834416,4767804,7.8825288E7,4960462,3214247.5,2096133,3371320,6027265.5,793994.75,5538623.5,4159491.5,6019513,1.2972673E7,4468799,5618333,1.2905227E7,2318880
HSPB1.1.4,1870088.9,3662636,3009078,4612824.5,4561630.5,2.2122208E7,3207667.5,3344209.5,2012410.5,1.0571037E7,581486.9,4531675,1.0108347E7,4293362.5,8606211,1.8553042E7,2793859.8,3654499.5,2836795.2,2900653.5
PLIN2.1;PLIN2.1.10;PLIN2.1.5;PLIN2.1.7;PLIN2.2;PLIN2.2.2,27906.664,6699.63,309.01468,451.9454,11432.445,3956250,1743.7449,686016.44,17258.69,191749.2,64369.938,3716111.8,23849.895,3455621,92902.47,6645800.5,33274.21,61795.71,12526.77,275446.8
VAPA.1;VAPA.2.4;VAPA.2.6,1986986.5,1138418.8,2330857,894187.94,1588685.4,1341729.9,850518.7,485886.16,598428.9,1707805.1,1756105.8,702711.3,2397003.5,842157.56,3400995.2,5876298,714538.3,4332457,3125261.8,1839747.9
TMT1A.1;TMT1A.1.2;TMT1A.1.5;TMT1A.1.6;TMT1A.1.7,90116.766,2605028.5,404198.66,335051.66,33032.918,1.0177422E7,16052.236,4543.9634,13915.307,1459491.5,24498.54,56240.715,1172.8276,329252.28,11493.928,966332.1,124195.28,1756055.6,181395.45,799302.7
ATP5IF1.1;ATP5IF1.1.2;ATP5IF1.1.3;ATP5IF1.1.5;ATP5IF1.1.6,2847648.8,167973.19,3433865,124505.9,8213854,423124.28,2443445.2,44954.535,1511436.4,45695.75,317294.7,6718.3926,1.1075977E7,41198.37,5.5429452E7,144900.03,122633.82,2910.1433,8392618,20846.695
SNAP25.15.3;SNAP25.8;SNAP25.8.13;SNAP25.8.18;SNAP25.8.19;SNAP25.8.21;SNAP25.8.22;SNAP25.8.24;SNAP25.8.8;SNAP25.8.9,1778575.4,64510.08,691742.44,310262.3,2620878.8,60020.562,3106015,301138.88,822647,19661.318,1648450.5,250769,4566397,281373.56,2034243,60010.53,899050.2,528830,830099.75,13297.716
CISD1.1.3;CISD1.1.5,4.23025152E8,1.0418672E8,8.6709144E7,1.21996984E8,2.53483632E8,6.1039428E7,2.62686128E8,3.470004E7,1.25662064E8,4.3860616E7,4.20121216E8,5.9420584E7,4.48182048E8,1.2129232E8,4.51353472E8,5.8929516E7,3.07778304E8,2.8556006E7,3.84662176E8,4067958
PARVA.1,30128.096,364870.03,99588.71,47587.926,52681.633,6038554,170838.7,310874.75,461124.12,3812302.5,23340.783,1562110.1,2909.426,78730.36,44610.61,1335789.9,51446.445,156575.98,41881.9,30292.434
VIM.1.31;VIM.1.37,1319702,1.2849174E7,1.2011039E7,3563546.2,5059087,1.01403144E8,4414070.5,2.5276298E7,233908.44,1.8195348E7,1913212.6,7996115,1942279.8,3.5356296E7,1.2138417E7,6.5880525E8,1327929.9,6.9953464E7,4939354.5,2.503114E7
ATP5MG.1.5,3310142.8,38116.973,3.0611364E7,983596.4,3996578.5,158787.55,5553347.5,268478.88,1261172.9,727711.3,968814.75,146268.53,8873654,86758.21,7.7005786E8,851712.6,178158.98,197163.14,8477503,122623.66
TUBB.6;TUBB.6.7,1606766.8,4426123.5,1069514.6,1435952,2376054.5,4.8867348E7,716560,2012216.9,929308.56,2.1615278E7,3832890.8,757733.9,1708795.9,3424042,9190182,1.811633E7,9989541,1.0773987E7,2137675.8,599860.5
ALDOA.1;ALDOA.1.13;ALDOA.1.33;ALDOA.1.53;ALDOA.1.58;ALDOA.1.71;ALDOA.1.97;ALDOA.1.98;ALDOA.2,2.2746904E7,8476017,9851750,6794255.5,9726374,9844679,6690548.5,6551122.5,4542809.5,4478259,1.213803E7,2193478.5,2.5694802E7,1.1660771E7,4.138838E7,9389205,9751234,5175416.5,2.8680956E7,2654091
PTRHD1.1.2;PTRHD1.1.3,1.0193721E7,548140,1.4098502E7,163704.6,1.6384788E7,648164.4,1.8793498E7,194732.19,7744281.5,483081.12,286446.56,215372.69,1.3262035E7,372635.03,2.3911672E7,51111.76,106661.945,422796.97,2.5318336E7,174092.53
IGLL1.2.3,356758.88,9143945,1752118.4,5090074,450773.94,3.1434188E7,6260778.5,3.077961E7,266046.44,2492131.2,4413699.5,9891482,434819.3,5166945,6972335,2.6383088E7,3853539.8,7254357,750023.9,1.1362754E7
LOC110384692.1,81145.22,736803.3,137378.95,563879.56,425333.28,6.2334984E7,280601.22,3067996.5,95957.18,3213987.5,560252.1,193799.14,56594.887,3608693.5,36747.348,8587234,542864.56,1.9735206E7,97139.664,1828302.2
IGLL5.1.3,30655.203,6076950,77669.81,0,25010.068,1.8807404E7,1544615.8,9912214,2919.23,1364292.9,3278463.5,3067858.5,4152645,1.8439464E7,2166987.8,2.4191822E7,5135.6343,2.1994926E7,9431.168,1045572.75
COX5A.1.9,3.3189292E7,15565.371,1.9842932E7,799621.25,1.0671372E8,735872.7,4.7724668E7,460693.94,1.3429065E7,491823.66,2378469.5,18491.248,8.8097208E7,39397.98,1.76359536E8,125763.71,499611.34,16735.209,8.5867992E7,311037
HNRNPA2B1.10;HNRNPA2B1.2;HNRNPA2B1.3;HNRNPA2B1.6;HNRNPA2B1.6.2;HNRNPA2B1.6.3;HNRNPA2B1.6.4;HNRNPA2B1.7;HNRNPA2B1.9,1504836.8,54650.043,784390.9,394736.8,316353.25,9469885,293236.34,1844573.6,518296.4,1.1833592E7,572902.2,549382.6,1066329.6,973600.1,235712.4,3055810,241234.22,6122614,360015.78,2446336.2
STOM.3,6.3845797,311463.8,53137.08,6767.529,12044.98,1.384419E7,25057.137,51856.89,12156.176,690293.25,19269.625,72166.64,2448.906,105262.19,29169.203,1.7734948E7,103702.12,0,263.45358,44887.348
AGT.1.10;AGT.1.12;AGT.1.13;AGT.1.14;AGT.1.2;AGT.1.20;AGT.1.22;AGT.1.23;AGT.1.24;AGT.1.25;AGT.1.27;AGT.1.29;AGT.1.32;AGT.1.35;AGT.1.36;AGT.1.38;AGT.1.39;AGT.1.41;AGT.1.43;AGT.1.44;AGT.1.47;AGT.1.52;AGT.1.56;AGT.1.7;AGT.1.9,401.92728,6983.823,1805.8174,0,10999.171,1457255.2,32762.492,11621.865,3521.9058,382211.25,9085.583,87987.85,0,56402.78,0,783032.5,0,2085809.2,3572.0857,36105.754
SLC25A6.1.15;SLC25A6.1.16;SLC25A6.1.3;SLC25A6.1.9,2189675.8,0,609001.7,1052220.9,1851362.6,1.7814952E7,1795417.8,366998.03,1221609.9,2211950.2,1179521.9,341257.5,1035746.94,224121.83,2283909,3339222,2210843.8,674304,2295647,425966.53
C1QBP.1;C1QBP.1.10;C1QBP.1.12;C1QBP.1.14;C1QBP.1.4;C1QBP.1.7;C1QBP.1.8,22570.102,11040.112,28072.21,13997.23,10599.714,1557270.6,0,7798.601,0,1380.8678,0,0,320.97992,2956.8123,6302.253,528669.56,38292.457,0,26885.74,141.23297
TAP2.1,34091.473,0,3753.8481,12989.285,6816.9165,0,32309.332,6538.1685,1099.5374,956715.6,0,5362.8203,0,0,0,2939.3933,29407.96,499145.84,0,2108.9092
LCN2.1.2,699.6443,5985.2246,1728.7744,4703.933,660.7663,3052032.2,14013.825,12678.115,1411.4753,126.49942,136.84991,35604.727,0,3495.6445,0,3877910.8,11627.433,0,38569.24,125270.5
RPL11.1;RPL11.2.2;RPL11.2.6,53196.82,551872.3,3212.379,48191.566,19227.28,2566530,9865.547,78004.07,10808.353,2228479.2,206695.4,97588.914,6327.701,74366.266,9249.856,555605.75,187269.62,1843059.4,840000.9,72754.94
DNAJC19.1.3;DNAJC19.2.4;DNAJC19.2.5,1.4860181E7,15479.39,1.5418112E7,89766.03,3.2036216E7,123668.67,1.4597338E7,1816.5873,6038710,136114.75,13626.137,5387.28,3.2120884E7,4416.36,7.9738192E7,990686.2,25324.34,40377.14,4.5800208E7,108582
CAMK2A.2.2,2.1359112E7,3325056.5,1489312.5,3866365,7206528.5,23414.46,1.0640993E7,5484779,2904490.5,404163.8,1.8021488E7,9503392,4.1084532E7,5768231.5,1.453135E7,662386.56,3.6097156E7,2557167.8,1.882347E7,243094.83
XRCC5.1.10;XRCC5.1.11;XRCC5.1.12;XRCC5.1.13;XRCC5.1.14;XRCC5.1.15;XRCC5.1.2;XRCC5.1.4;XRCC5.1.8;XRCC5.1.9,0,27040.826,1587.5459,833.51117,0,166096.52,1808.1578,57071.992,0,155437.36,25.352648,30260.623,0,26928.117,0,996709.94,1882.1794,720131.56,8386.948,2241.0356
ANXA2.3.13;ANXA2.3.15;ANXA2.3.16,125494.45,438324.12,45474.58,379713.47,822418.75,5.8744948E7,95247.72,444699.2,37800.965,953507.5,136053.6,88107.195,55630.367,880974,974224,1.1174737E7,1010461.3,1399941.5,593237.9,232739.31
A2M.1;A2M.4.20;A2M.4.7;A2M.4.8,106088.305,3206767.2,211134.19,494868.03,343058.66,1.00694472E8,125081.266,3498465.5,400459.75,1051532.2,1790976.5,2662770,703328.25,2.381483E7,5940008,2.4432596E7,55404.855,434878.66,161443.94,1.5539258E7
SEPTIN2.18;SEPTIN2.41.2;SEPTIN2.41.3;SEPTIN2.41.5,206915.77,2677313.8,801893.5,556522.1,342713.72,9128722,533136.7,1087899.5,243148.03,4557168,441614.38,381219.8,81781.36,548753.1,111540.77,670385.75,848874,1192284.2,1905382.1,846019.3
DAD1.1.2;DAD1.1.5,116327.8,330364.53,1878874.9,3402.836,43805.67,16738.621,5101.1616,165553.28,7867.8306,1061035.4,8495.536,122389.1,102605.336,234418.1,7923604,219848.17,5910.687,2315618,545432.1,126146.45
CBR1.2.12;CBR1.2.17;CBR1.2.21;CBR1.2.22;CBR1.2.24;CBR1.2.25;CBR1.2.27;CBR1.2.29;CBR1.2.8;CBR1.2.9,6688.412,2245135.5,46950.414,75196.06,424396.72,1.7299154E7,269062.56,821191.8,200110,3056262.5,1409472.9,413726,1943192.2,2584457.5,684429.5,1933475.2,1786609.5,4116971.5,613678.5,28122.445
MRPL53.1;MRPL53.1.2,5086129.5,0,4568740.5,1318132.8,5592446,4966.152,2964604.8,23450.49,1448438.5,284560.16,2168647.5,113855.57,8939169,124209.05,6810665,1385.0306,167289.56,270439.8,8050075.5,1207189.8
PRRT2.6;PRRT2.6.2,3421391.5,861591.8,647067.8,1006945,1713553.8,32422.607,1791659.9,534779.1,1326140.8,2468.1333,3829743.2,652787.75,4997689,462015.16,4889244.5,1151.2671,7195657,372443.8,4324452,7888.3105
FKBP1A.1;FKBP1A.1.10;FKBP1A.1.14;FKBP1A.1.2;FKBP1A.1.3;FKBP1A.1.4;FKBP1A.1.5;FKBP1A.1.6;FKBP1A.1.7;FKBP1A.1.8;FKBP1A.1.9,0,879.9504,465087.22,5422.797,1026.2548,2047.0293,2659679.8,47.967175,317604.25,149557.34,1103.8231,0,3533.8022,275.55396,560356.94,295.81808,1601.3812,0,5909.3784,412.4681
NDUFB3.3;NDUFB3.3.2;NDUFB3.3.4,7.8829976E7,43876.86,2.4289838E7,2431104.5,1.38281904E8,40572.625,6.6163928E7,512996.4,2.6422018E7,703169.94,1.0487642E7,931542.9,1.02608976E8,765999.1,1.69271056E8,746648.1,1465589,234386.81,1.41140512E8,2197683.2
LYRM4.5.2;LYRM4.5.4,6149657,136277.88,3207075.8,169317.78,1.4689028E7,66434.15,5748143,25992.95,2218480,69599.086,232337.86,10619.832,1.0303165E7,20352.383,5.36528E7,128926.06,110958.93,91488.66,2.0044852E7,42604.004
GOT1.1.3;GOT1.1.7,1775174.4,277300.06,1188003,593279.8,1994775.5,3.793454E7,850111.2,1133618.1,1254874,4052681.8,1388852.9,1393008,3311956.5,355097.03,5696214,8693647,1574696.5,2288768.5,2979735.8,35004.254
FABP7.1;FABP7.1.2;FABP7.4.10;FABP7.4.11;FABP7.4.12;FABP7.4.15;FABP7.4.3,4.85318272E8,3.19011456E8,5.3082992E8,2.59624496E8,2.78437824E8,4.1344756E7,4.93190272E8,9.7943488E7,9.002888E7,1.32071949E9,1.82737168E8,7.1236776E7,6.0293446E8,3.10034304E8,4.94898048E8,4.4490192E7,2.1151342E7,2.19010208E8,9.860112E8,1.30741368E8
COX4I1.6;COX4I1.6.2;COX4I1.6.7;COX4I1.7;COX4I1.7.2,1.73096717E9,1.24609254E9,8.2126128E7,5.02888448E8,1.64573709E9,1.29776883E9,1.39247501E9,4.86561696E8,1.5347912E8,1.1078615E9,3.04787635E9,4.18381536E8,3.4377001E9,1.75898509E9,5.638087E8,1.32279142E9,1.57464883E9,1.53269274E9,1.63052557E9,6.8280888E7
BASP1.1,737145.7,882155.4,5016.328,90631.39,86893,189996.84,296465.44,12228.269,82466.22,4884.7246,1803639.1,59176.45,313881.3,80840.16,829736.44,539079.9,335864.38,62599.523,268986.3,0
COX7A2L.5.2;COX7A2L.5.3;COX7A2L.5.4,9.5182688E7,921734.25,6.8737368E7,6714224,1.996552E8,119369.6,9.371212E7,299250.34,3.2854576E7,450997.88,6786304,446798.28,1.47868304E8,453978.66,4.12968064E8,300689.56,1262460.8,5470752.5,2.47875216E8,3145592.5
SLC25A12.1.2;SLC25A12.1.3,4583342,153061.17,1145942.1,1806851.5,4626013.5,1570734.4,1801878.9,10086.434,1202658.6,72698.47,4262742.5,153370.78,4035999.5,48322.965,4593671.5,315735.47,2905099,112032.914,5454083.5,39703.633
RPL7A.1,168351.62,1282208.2,5817.1777,4245.509,44753.48,2.0016816E7,90829.6,502117.12,154466.42,1.9279686E7,465843.38,1441088.5,1629418.5,728122.4,310808.88,1.0097801E7,3186985,2.597729E7,448232.84,528265.25
LGALS1.1.25;LGALS1.1.5,1.08948848E8,1.0139066E7,6.3674163E8,3.0694794E7,3.07592608E8,1.2270472E7,1.70633184E8,2.684935E7,1.08799168E8,2.0868942E7,2.994461E7,1.4716681E7,1.87613632E8,2.6957264E7,6.7100365E8,1.9017816E7,8887755,1.6272098E7,2.70375584E8,2.832038E7
GNAI2.6;GNAI2.6.2,4310.298,37721.08,15293.425,3511.6328,65597.375,4969577.5,170970.77,200877.6,97628.42,408953.06,45238.96,107977.05,114116.75,209846.38,170866.39,3265728.8,18638.623,344447.12,421945.88,141817.1
IGSF8.3;IGSF8.3.2,1921374.6,76497.11,86836.164,445438.28,526200.44,448095.8,300282.34,317530.38,501498.12,61563.223,4.0519292E7,397169.06,2900960.5,2126.7095,809777.4,157206.56,1.05736616E8,44325.965,1424602.5,14559.518
HSPA4.1;HSPA4.1.3;HSPA4.1.9,79159.64,78410.12,296370.03,23214.572,237387.98,7929778.5,18908.414,111961.234,4010.4553,650071.2,6218.2295,36338.445,11351.675,126674.69,417.49078,1098804,4713.089,297872.66,28420.695,215269.36
SLIRP.3;SLIRP.3.3;SLIRP.3.4,6.9157584E7,1599903,5.2002452E7,3.3448056E7,4.4761652E7,1018114.2,3.2780356E7,795384.75,1786575.4,3163341.8,6.2201676E7,3020213.5,9.1926616E7,4898012.5,5.7226948E7,722731.44,7153067,1128450.6,6.8554048E7,5369205.5
CEND1.1;CEND1.1.2;CEND1.1.7;CEND1.1.8,0,0,132157.92,373104.47,220016.81,71012.984,353631.88,186164.52,150908.47,97982.91,1046750.44,280048.97,1065393.6,170055.27,564623.94,353332.75,1576040.4,1993489.6,509584.75,0
NDUFA6.1.2,3588786.8,457095.97,2595359.2,3007015.5,2224323,17048.309,672790.8,36568.664,350669.75,163797.05,1531130.2,197000.52,0,0,2629286.8,157757.52,2818132.8,0,5254847.5,307526
DDT.2;DDT.2.5;DDT.2.6,1456691.4,57615.34,3.7211612E7,142076.55,3716925.2,446218.25,2660346.2,812054.44,3518650.5,854633,78310.03,377638.44,1392403.5,0,2.2971664E8,26211.752,105709.46,242657.25,5055709.5,62474.68
KRT17.1.4,960218.06,2373959,66559.45,129143.6,1.729785E7,79072.21,147183.47,878604.6,9520.89,993869.8,1644020.1,240355.1,494551.84,1404468.8,1534098.1,1894752.6,3681691.8,1157902.8,412836.8,696.54456
CAT.1.2,13984.772,400713.25,10837.291,7486.306,74339.93,2416860,210228.25,752656.1,392641.78,969813.44,89941.33,650553,7003.0737,391263.12,179973.08,2043458.2,236800.39,855552.75,86211.62,49653.47
COA3.1.7,2.6077866E7,2297296,2.2204184E7,2.231696E7,3.1273254E7,3279417.8,3.4533996E7,1324982.9,1.3398823E7,1.5992442E7,5.1394192E7,6988326,8.9220072E7,2.1330222E7,7.0759432E7,9607793,1.2098409E7,3581791.2,4.712652E7,2780466.5
DDX17.2.3,0,236657.62,26944.166,9435.365,11152.579,1369743.5,59.65071,50610.793,0,1430907.9,1423.9446,687.60486,0,36566.52,5596.9707,181984.88,53302.414,1742440.2,1404.1688,15888.579
RAB7A.1.3;RAB7A.1.4,761148.7,409884.3,418023.53,863893.06,538504.25,2.1718556E7,451782.34,2532480,450185.28,3618683,508280.7,701380.06,505139.3,1874965.9,448572.34,1.1995797E7,370743.56,2787154.2,1810224.6,836963.25
VAMP2.1;VAMP2.2.11;VAMP2.2.13;VAMP2.2.4;VAMP2.2.7;VAMP2.2.9;VAMP3.1;VAMP3.1.3;VAMP3.1.4,2.2319674E7,1.11850656E8,2.8329092E7,2.5026426E7,2.1702322E7,3.9466536E7,1.6964946E7,3.862888E7,2.0750084E7,3.3034268E7,3.1888712E7,1.2932786E7,1.1130604E7,2.5992786E7,2.8141592E7,2.327815E7,4.9884664E7,4445226,4.0241456E7,1.0116119E7
ATP6V1G2.2;ATP6V1G2.2.2;ATP6V1G2.2.4,178631.34,45636.277,80006.63,186330.77,67492.586,136959.12,3.5254892E7,6208948,4126442.2,898608.9,945666.7,5988.1025,919482,0,4623654,0,72674.445,50291.906,920641.7,42.87991
TXN.2.9,3.145812E7,9005149,7.2518168E7,6321045.5,7.1391552E7,7655063.5,6.571122E7,7704190,2.6318814E7,8420970,1.4496346E7,5651414.5,7.3225616E7,1.212904E7,5.26375872E8,2.6418198E7,1.0881789E7,9533617,1.17531264E8,4187118
S100A9.1;S100A9.1.2,410917.7,426183,5579310,159377.11,1.3187695E7,9.047564E7,5842242,3308523.8,7225115.5,4546061.5,1229241.1,1.1735011E7,2726561.5,6960570.5,2.6056828E7,4.2316576E8,4542.413,1440442,8322451,1.26228448E8
